general,,,,,,,,conciència del sentir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,elecció personal,,,,,,responsabilidad individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entorn - Què passa? ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ids,consentiment,dades demogràfiques,,,,,,"1. Últimament, amb quina freqüència has sentit les següents emocions?",,,,,,,,,,,,,,,,,,,,,,,,"Voldríem mirar algunes emocions més. D’aquestes altres, selecciona sols aquelles que últimament hagis sentit",,,,,,,,,,,,,,,,,,2. Sabries explicar com se senten últimament…?,,,,"3. Com esteu vivint emocionalment, tu i les persones de la teva edat, el moment actual? ","1. Últimament, quan vull donar resposta a una situació emocionalment complexa, jo...","2. Últimament, quan sento estrès, por, tristesa, ràbia o alguna altre emoció desagradable, jo...","3. Últimament, davant de moments de complexitat emocional, jo... ",,,,"1. Davant de les diferents emocions que apareixen en situacions complexes, quins comportaments tens? Què fas? (marca totes les que facis)",reactividad - freeze,reactividad - lucha,reactividad - huir,reactividad - mochila,reactividad - mochila,reactividad - chubasquero,reactividad - chubasquero,descongestión - expresión,descongestión - ayuda,descongestión - amor,descongestión - descanso,descongestión - fluir,sugestión - buscar alternativas,sugestión - cambiar mirada,sugestión - ganar amplitud,digestión - aceptación,digestión - comprensión/aprendizaje,"digestión - dejar ir/soltar, me dejo crecer","2. Si sents angoixa, disgust o tristesa profunda, a qui recorres? (marca totes les que creguis que tenen a veure amb el que fas)",,,,,,,,,"1. Pensa en les relacions que has tingut últimament (amb les teves amistats, família, comunitat escolar, etc.). Quan ha sigut l’última vegada que has sentit que algú et preguntava de veritat, amb ànim de saber la teva resposta, com et sents?",,,,"2. Últimament, com estàs vivint emocionalment les següents situacions?",,,,,,,,,,,,,,,,,,,"3.Has viscut altres situacions emocionalment complexes, més enllà de les que t'hem proposat a l'anterior pregunta? Com t'has sentit? (recorda que aquesta informació és anònima):",,"4.Quan et sents malament, emocionalment parlant, com preferiries que les persones del teu entorn t’ajudessin?  ",,"5.Quins recursos, serveis, activitats trobes al teu abast, al teu entorn, que ajuden a potenciar el teu benestar emocional?",
44168.50014,Accepto,13,2n d’ESO,Vilanova i la Geltrú,Femella,Dona,3,Freqüentment,Gens,Poc,Algunes vegades,Algunes vegades,Algunes vegades,Freqüentment,Algunes vegades,Algunes vegades,Poc,Algunes vegades,Poc,Algunes vegades,Poc,Poc,Algunes vegades,Poc,Algunes vegades,Algunes vegades,Freqüentment,Poc,Algunes vegades,Algunes vegades,Poc,"Angoixa, Culpa, Esperança, Gratitud, Odi, Rancor",0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,Sabria explicar-ho i podria dir com em fan sentir a mi les seves emocions,Sabria explicar-ho,No sé com se senten de veritat,No sé com se senten de veritat,a. Preferim fer coses que ens distreguin del que està passant i del que sentim.,"Em mostro segons el que conec de mi, escullo depenent del que vull mostrar o deixar veure en aquell moment.","Si miro el que sento al final em sento pitjor, em poso de mal humor i em genera conflictes",Algunes vegades,Algunes vegades,Sempre,Sempre,"Em bloquejo. Em costa respondre., Em pressiono tractant de resoldre tot el que passa, fins i tot quan no és la meva responsabilitat., Em cuido, em mimo, connecto amb el meu benestar., Busco alternatives per resoldre el que sento., Busco altres punts de vista que m’ajudin a sentir-me millor.",1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,"Xarxes socials (comunitat on-line), Ningú",0,0,0,0,1,1,0,,Aquesta setmana o l’anterior,Aquesta setmana o l’anterior,No m'ho han preguntat,Fa 2-3 setmanes,No sé com em sento,Em sento bé,Em sento bé,No sé com em sento,Em sento bé,No ho he viscut,Em sento malament,Em sento bé,Em sento malament,Em sento malament,No sé com em sento,Em sento bé,No sé com em sento,Em sento bé,Em sento bé,No ho he viscut,No ho he viscut,Em sento malament,Em sento malament,"El traicionament de persones que pensava que eren les meves amistats, pero no ho eren. La veritat és que em vaig sentir malament perquè no pensava que em farien allò, pero bé per una altra part perquè d'aquesta manera, sense ells estic feliç.",relacional,M'agradaria que m'animessin.,,Les xarxes socials i els amics em fan olvidar-me del que em passa i m'animen.,
44168.50048,Accepto,13,2n d’ESO,Vilanova i la Geltrú,Femella,Dona,3,Freqüentment,Freqüentment,Algunes vegades,Poc,Poc,Poc,Freqüentment,Poc,Poc,Algunes vegades,Gens,Freqüentment,Poc,Poc,Algunes vegades,Poc,Algunes vegades,Algunes vegades,Freqüentment,Gens,Algunes vegades,Poc,Poc,Algunes vegades,"Enyorança, Esperança, Il·lusió",0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,Sabria explicar-ho,Sabria explicar-ho i podria dir com em fan sentir a mi les seves emocions,No sé com se senten de veritat,No sé com se senten de veritat,"c. Entenem la realitat actual i, tot i que ens fa mal, trobem espais per expressar i intentar donar-li sentit.","Em mostro segons el que conec de mi, escullo depenent del que vull mostrar o deixar veure en aquell moment.","Escullo mirar el que sento, escoltar-me, entendre’m, cuidar-me per així poder-me sentir millor.",Algunes vegades,Algunes vegades,Sempre,Sempre,"Faig com si res i m'evadeixo de les meves emocions., M’ho guardo, prefereixo no expressar com estic o com em sento., Intento donar-me espais per expressar el que sento (ex. dibuixar, ballar, escriure, parlar amb algú, etc.)., No em deixo portar per la situació, procuro el millor per a mi., Busco alternatives per resoldre el que sento., Busco altres punts de vista que m’ajudin a sentir-me millor., Prenc distància per mirar i comprendre el millor possible el que em passa., Accepto el que em passa i em permeto sentir-ho sense jutjar-me., Comprenc el que sento i trec aprenentatges que m’enforteixen.",0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,"Amistats, Familiars, A mi mateix/a",1,1,0,0,0,0,1,,Aquesta setmana o l’anterior,Aquesta setmana o l’anterior,No m'ho han preguntat,No m'ho han preguntat,Em sento bé,Em sento bé,Em sento bé,No ho he viscut,Em sento bé,No ho he viscut,No sé com em sento,Em sento bé,No sé com em sento,No ho he viscut,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,No ho he viscut,No ho he viscut,No ho he viscut,No ho he viscut,No he viscut d'altres situacions.,,Entenent-me i després aconsellant-me.,,Estar amb amics i fer coses que m'qagraden.,
44168.50076,Accepto,12,2n d’ESO,Vilanova i la Geltrú,Femella,Dona,3,Freqüentment,Poc,Algunes vegades,Freqüentment,Freqüentment,Algunes vegades,Freqüentment,Algunes vegades,Algunes vegades,Freqüentment,Freqüentment,Poc,Algunes vegades,Algunes vegades,Algunes vegades,Freqüentment,Algunes vegades,Poc,Poc,Gens,Poc,Algunes vegades,Freqüentment,Algunes vegades,"Angoixa, Culpa, Frustració, Rancor, Temor",0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,No sé com se senten de veritat,Sabria explicar-ho i podria dir com em fan sentir a mi les seves emocions,No sé com se senten de veritat,No sé com se senten de veritat,a. Preferim fer coses que ens distreguin del que està passant i del que sentim.,"Em mostro segons el que conec de mi, escullo depenent del que vull mostrar o deixar veure en aquell moment.",ploro,Algunes vegades,Poc o no gaire,Algunes vegades,Sempre,"Em bloquejo. Em costa respondre., Intento donar-me espais per expressar el que sento (ex. dibuixar, ballar, escriure, parlar amb algú, etc.)., Busco i/o demano ajuda., Busco altres punts de vista que m’ajudin a sentir-me millor.",1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,Amistats,1,0,0,0,0,0,0,,No m'ho han preguntat,Aquesta setmana o l’anterior,No m'ho han preguntat,No m'ho han preguntat,No sé com em sento,Em sento bé,No sé com em sento,No ho he viscut,No sé com em sento,No ho he viscut,Em sento malament,No sé com em sento,Em sento bé,No ho he viscut,No ho he viscut,No ho he viscut,No sé com em sento,No sé com em sento,Em sento malament,Em sento bé,No ho he viscut,No ho he viscut,No ho he viscut,me sentit sola i no ser a qui explicarli com em sento,emocional-soledad,apollant-me ,,les meves amistats,
44168.50085,Accepto,13,2n d’ESO,Vilanova i la Geltrú,Mascle,Home,3,Freqüentment,Freqüentment,Freqüentment,Poc,Algunes vegades,Poc,Freqüentment,Poc,Poc,Poc,Poc,Algunes vegades,Algunes vegades,Poc,Poc,Gens,Algunes vegades,Algunes vegades,Freqüentment,Poc,Freqüentment,Freqüentment,Poc,Algunes vegades,"Culpa, Esperança, Il·lusió, Pau",0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,Sabria explicar-ho,Sabria explicar-ho i podria dir com em fan sentir a mi les seves emocions,No sé com se senten de veritat,No sé com se senten de veritat,"b. No ens agrada el que estem vivint ni estem d’acord amb com s'està gestionant, però bueno... és el que hi ha.","Em mostro segons el que conec de mi, escullo depenent del que vull mostrar o deixar veure en aquell moment.","Escullo mirar el que sento, escoltar-me, entendre’m, cuidar-me per així poder-me sentir millor.",Algunes vegades,Sempre,Algunes vegades,Sempre,"M’ho guardo, prefereixo no expressar com estic o com em sento., Intento donar-me espais per expressar el que sento (ex. dibuixar, ballar, escriure, parlar amb algú, etc.)., Busco i/o demano ajuda., Em cuido, em mimo, connecto amb el meu benestar., No em deixo portar per la situació, procuro el millor per a mi., Busco alternatives per resoldre el que sento., Busco altres punts de vista que m’ajudin a sentir-me millor., Comprenc el que sento i trec aprenentatges que m’enforteixen., Deixo anar el que ja no necessito ni em fa bé, em deixo ser la millor versió de mi.",0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,"Amistats, Familiars, A mi mateix/a",1,1,0,0,0,0,1,,Fa 2-3 setmanes,Fa 2-3 setmanes,Fa 1 mes,No m'ho han preguntat,Em sento bé,No sé com em sento,No sé com em sento,No ho he viscut,No ho he viscut,No ho he viscut,Em sento malament,Em sento bé,Em sento bé,Em sento malament,No ho he viscut,Em sento bé,Em sento bé,Em sento bé,Em sento bé,No ho he viscut,No ho he viscut,No ho he viscut,No ho he viscut,"No tinc gaires millors amics reals, el que tenia que el vaig conèixer en un campus no l'he tornat a veure. I  alguns que tinc no els trobo amb els maitexos gustos que tinc jo, potser es que sóc tímid.",relacional,"Sí, però depèn de quins problemes siguin, alguns em callo.",,"Escoltar el mar, a la platja, sol. Passejar, jugar a jocs i veure pel·lícules.",
44168.50088,Accepto,12,2n d’ESO,Vilanova i la Geltrú,Femella,Dona,3,Freqüentment,Freqüentment,Freqüentment,Poc,Gens,Algunes vegades,Freqüentment,Algunes vegades,Algunes vegades,Algunes vegades,Freqüentment,Algunes vegades,Algunes vegades,Poc,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Gens,Poc,Algunes vegades,Poc,Algunes vegades,Il·lusió,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,No sé com se senten de veritat,Sabria explicar-ho i podria dir com em fan sentir a mi les seves emocions,No sé com se senten de veritat,No sé com se senten de veritat,a. Preferim fer coses que ens distreguin del que està passant i del que sentim.,"Em mostro segons el que conec de mi, escullo depenent del que vull mostrar o deixar veure en aquell moment.",ploro,Algunes vegades,Algunes vegades,Sempre,Sempre,"Busco alternatives per resoldre el que sento., Busco altres punts de vista que m’ajudin a sentir-me millor.",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Amistats,1,0,0,0,0,0,0,,No m'ho han preguntat,No m'ho han preguntat,No m'ho han preguntat,No m'ho han preguntat,No sé com em sento,Em sento bé,No sé com em sento,No ho he viscut,No ho he viscut,No ho he viscut,Em sento malament,No sé com em sento,Em sento bé,No ho he viscut,Em sento bé,No ho he viscut,No sé com em sento,Em sento bé,Em sento malament,Em sento bé,No ho he viscut,No ho he viscut,No ho he viscut,No,,Apollant-me i donant-me anims,,les meves amistats,
44168.50122,Accepto,13,2n d’ESO,Vilanova i la Geltrú,Mascle,Home,4,Freqüentment,Freqüentment,Freqüentment,Gens,Gens,Poc,Freqüentment,Poc,Algunes vegades,Algunes vegades,Gens,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Poc,Freqüentment,Algunes vegades,Freqüentment,Gens,Poc,Algunes vegades,Poc,Gens,"Enyorança, Frustració, Gratitud, Pau",0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,Sabria explicar-ho i podria dir com em fan sentir a mi les seves emocions,Sé com se senten però no sabria com explicar-ho,No sé com se senten de veritat,No sé com se senten de veritat,"Jo ho entenc, pero vastant jent que coneixo li dona igual","Em mostro segons el que conec de mi, escullo depenent del que vull mostrar o deixar veure en aquell moment.","Miro el que sento, però com que no sé què fer, al final miro cap a una altra banda",Sempre,Algunes vegades,Algunes vegades,Algunes vegades,"Faig com si res i m'evadeixo de les meves emocions., M’és igual, no m’afecta., No em deixo portar per la situació, procuro el millor per a mi., Busco alternatives per resoldre el que sento., Accepto el que em passa i em permeto sentir-ho sense jutjar-me., Deixo anar el que ja no necessito ni em fa bé, em deixo ser la millor versió de mi.",0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,"Familiars, A mi mateix/a",0,1,0,0,0,0,1,,Aquesta setmana o l’anterior,No m'ho han preguntat,No m'ho han preguntat,No m'ho han preguntat,Em sento bé,Em sento bé,No sé com em sento,Em sento bé,No ho he viscut,No ho he viscut,Em sento malament,Em sento bé,Em sento bé,No ho he viscut,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,No ho he viscut,No ho he viscut,No ho he viscut,No,,Que hem preguntin com hem sento,,L'esport,
44168.50134,Accepto,13,2n d’ESO,Vilanova i la Geltrú,Mascle,Home,2,Algunes vegades,Freqüentment,Algunes vegades,Poc,Poc,Algunes vegades,Freqüentment,Poc,Algunes vegades,Poc,Gens,Freqüentment,Poc,Poc,Algunes vegades,Poc,Freqüentment,Freqüentment,Freqüentment,Gens,Algunes vegades,Freqüentment,Gens,Algunes vegades,"Esperança, Gratitud, Il·lusió, Rancor, Remordiment",0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,Sabria explicar-ho i podria dir com em fan sentir a mi les seves emocions,Sé com se senten però no sabria com explicar-ho,No sé com se senten de veritat,Sé com se senten però no sabria com explicar-ho,estudiant,nidea,escolto musica,Sempre,Sempre,Sempre,Sempre,"Busco i/o demano ajuda., Em cuido, em mimo, connecto amb el meu benestar., Busco alternatives per resoldre el que sento.",0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,"Amistats, Familiars",1,1,0,0,0,0,0,,No m'ho han preguntat,No m'ho han preguntat,No m'ho han preguntat,No m'ho han preguntat,Em sento bé,Em sento bé,Em sento bé,No sé com em sento,Em sento bé,No sé com em sento,No ho he viscut,Em sento bé,Em sento bé,No sé com em sento,No ho he viscut,No ho he viscut,Em sento bé,Em sento bé,No sé com em sento,No ho he viscut,No ho he viscut,No ho he viscut,No ho he viscut,No ho he viscut,,amb cariñooo,,no ho se,
44168.50137,Accepto,14,2n d’ESO,Vilanova i la Geltrú,Mascle,Home,4,Poc,Poc,Algunes vegades,Gens,Algunes vegades,Gens,Poc,Poc,Algunes vegades,Poc,Algunes vegades,Poc,Poc,Gens,Gens,Algunes vegades,Poc,Algunes vegades,Poc,Gens,Gens,Poc,Algunes vegades,Gens,"Culpa, Desesperació, Esperança, Frustració, Odi, Rancor, Rebuig",0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,Sé com se senten però no sabria com explicar-ho,Sé com se senten però no sabria com explicar-ho,No sé com se senten de veritat,No sé com se senten de veritat,"c. Entenem la realitat actual i, tot i que ens fa mal, trobem espais per expressar i intentar donar-li sentit.","Penso en la resta, escullo què fer segons el que els demés esperen de mi.","Si miro el que sento al final em sento pitjor, em poso de mal humor i em genera conflictes",Algunes vegades,Poc o no gaire,Algunes vegades,Sempre,"Perdo el control i puc arribar a tenir conductes conflictives., Faig com si res i m'evadeixo de les meves emocions., M’ho guardo, prefereixo no expressar com estic o com em sento., Em cuido, em mimo, connecto amb el meu benestar.",0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Ningú, A mi mateix/a",0,0,0,0,0,1,1,,No m'ho han preguntat,Fa 1 mes,Fa 2-4 mesos,No m'ho han preguntat,No sé com em sento,Em sento bé,No sé com em sento,No ho he viscut,No ho he viscut,No ho he viscut,No ho he viscut,No sé com em sento,Em sento bé,No ho he viscut,Em sento malament,No ho he viscut,No sé com em sento,Em sento malament,No sé com em sento,No ho he viscut,No ho he viscut,No sé com em sento,No ho he viscut,no e viscut res mes,,prefriero que no me ayuden porque hoy son oidos  i mañana bocas,,pienso que  lo tengo todo i me callo por lo que paso,
44168.50154,Accepto,13,2n d’ESO,Vilanova i la Geltrú,Mascle,Home,3,Algunes vegades,Freqüentment,Algunes vegades,Poc,Poc,Algunes vegades,Freqüentment,Poc,Algunes vegades,Gens,Poc,Freqüentment,Algunes vegades,Poc,Algunes vegades,Algunes vegades,Freqüentment,Algunes vegades,Freqüentment,Gens,Poc,Algunes vegades,Gens,Algunes vegades,"Enyorança, Esperança, Gratitud, Il·lusió, Rancor, Remordiment",0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,Sabria explicar-ho i podria dir com em fan sentir a mi les seves emocions,Sé com se senten però no sabria com explicar-ho,No sé com se senten de veritat,Sé com se senten però no sabria com explicar-ho,Jugant a la play,depen del moment,"Miro el que sento, però com que no sé què fer, al final miro cap a una altra banda",Sempre,Sempre,Sempre,Sempre,"M’ho guardo, prefereixo no expressar com estic o com em sento., M’és igual, no m’afecta., No em deixo portar per la situació, procuro el millor per a mi., Busco alternatives per resoldre el que sento., Busco altres punts de vista que m’ajudin a sentir-me millor., Prenc distància per mirar i comprendre el millor possible el que em passa., Accepto el que em passa i em permeto sentir-ho sense jutjar-me.",0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,"Xarxes socials (comunitat on-line), A mi mateix/a",0,0,0,0,1,0,1,,No m'ho han preguntat,No m'ho han preguntat,No m'ho han preguntat,No m'ho han preguntat,Em sento bé,Em sento bé,Em sento bé,No sé com em sento,No ho he viscut,No ho he viscut,Em sento malament,Em sento bé,No sé com em sento,Em sento malament,Em sento bé,No sé com em sento,Em sento bé,Em sento bé,Em sento bé,No ho he viscut,No ho he viscut,No ho he viscut,No ho he viscut,"NO, DE LOS GRANDES",,No em sento malament,,"no se, no surto de casa",
44168.50177,Accepto,13,2n d’ESO,Vilanova i la Geltrú,Mascle,Home,2,Algunes vegades,Freqüentment,Freqüentment,Poc,Algunes vegades,Algunes vegades,Poc,Poc,Algunes vegades,Algunes vegades,Algunes vegades,Poc,Gens,Poc,Algunes vegades,Algunes vegades,Gens,Poc,Poc,Gens,Gens,Poc,Algunes vegades,Poc,Pau,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Sabria explicar-ho,Sabria explicar-ho,Sabria explicar-ho,Sabria explicar-ho,a. Preferim fer coses que ens distreguin del que està passant i del que sentim.,"Em mostro segons el que conec de mi, escullo depenent del que vull mostrar o deixar veure en aquell moment.","Escullo mirar el que sento, escoltar-me, entendre’m, cuidar-me per així poder-me sentir millor.",Sempre,Sempre,Algunes vegades,Algunes vegades,"M’és igual, no m’afecta., Busco altres punts de vista que m’ajudin a sentir-me millor.",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"Amistats, Familiars, A mi mateix/a",1,1,0,0,0,0,1,,Fa 2-3 setmanes,Aquesta setmana o l’anterior,No m'ho han preguntat,Fa 2-3 setmanes,Em sento bé,Em sento bé,No sé com em sento,Em sento bé,Em sento bé,No ho he viscut,No ho he viscut,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,No sé com em sento,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,m'he sentit bé.,,preguntan-me.,,Els jocs ,
44168.50187,Accepto,13,2n d’ESO,Vilanova i la Geltrú,Mascle,Home,4,Freqüentment,Freqüentment,Algunes vegades,Poc,Algunes vegades,Algunes vegades,Freqüentment,Freqüentment,Algunes vegades,Algunes vegades,Poc,Freqüentment,Algunes vegades,Algunes vegades,Freqüentment,Algunes vegades,Algunes vegades,Algunes vegades,Poc,Gens,Algunes vegades,Algunes vegades,Poc,Algunes vegades,"Frustració, Pau",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Sabria explicar-ho i podria dir com em fan sentir a mi les seves emocions,Sabria explicar-ho,No sé com se senten de veritat,No sé com se senten de veritat,"b. No ens agrada el que estem vivint ni estem d’acord amb com s'està gestionant, però bueno... és el que hi ha.","M’escolto i em situo en el meu benestar, escullo l’opció que m’ajuda a sentir-me verdaderament millor.","Escullo mirar el que sento, escoltar-me, entendre’m, cuidar-me per així poder-me sentir millor.",Algunes vegades,Algunes vegades,Sempre,Sempre,"Busco i/o demano ajuda., Descanso de les emocions difícils per recarregar energia, llavors les abordo., Busco alternatives per resoldre el que sento.",0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,"Familiars, Professionals de la salut (psicòlegs/gues, infermeres/es, etc.)",0,1,1,0,0,0,0,,Fa 1 mes,Fa 2-3 setmanes,Fa 2-4 mesos,No m'ho han preguntat,Em sento bé,No sé com em sento,No ho he viscut,No sé com em sento,No sé com em sento,No ho he viscut,No sé com em sento,Em sento bé,Em sento bé,Em sento bé,No sé com em sento,No sé com em sento,Em sento bé,Em sento bé,Em sento bé,No sé com em sento,No sé com em sento,No ho he viscut,No ho he viscut,No he viscut altres situacions.,,Intentan parlar amb mi i poder arribar a que hem pogui a tornar a estabiloitzar emocionalment.,,No tinc cap exemple.,
44168.50188,Accepto,13,2n d’ESO,Vilanova i la Geltrú,Mascle,Home,3,Poc,Algunes vegades,Poc,Algunes vegades,Gens,Gens,Algunes vegades,Poc,Poc,Gens,Algunes vegades,Algunes vegades,Algunes vegades,Gens,Poc,Algunes vegades,Poc,Freqüentment,Poc,Poc,Poc,Algunes vegades,Gens,Gens,Rancor,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Sabria explicar-ho,Sabria explicar-ho,No sé com se senten de veritat,Sabria explicar-ho,a. Preferim fer coses que ens distreguin del que està passant i del que sentim.,"Penso en la resta, escullo què fer segons el que els demés esperen de mi.","Si miro el que sento al final em sento pitjor, em poso de mal humor i em genera conflictes",Poc o no gaire,Poc o no gaire,Poc o no gaire,Poc o no gaire,"Em bloquejo. Em costa respondre., M’ho guardo, prefereixo no expressar com estic o com em sento., M’és igual, no m’afecta., Accepto el que em passa i em permeto sentir-ho sense jutjar-me., Deixo anar el que ja no necessito ni em fa bé, em deixo ser la millor versió de mi.",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,"Amistats, Familiars",1,1,0,0,0,0,0,,Aquesta setmana o l’anterior,Aquesta setmana o l’anterior,Aquesta setmana o l’anterior,Fa 2-3 setmanes,No sé com em sento,Em sento bé,No sé com em sento,No ho he viscut,Em sento bé,No sé com em sento,Em sento malament,Em sento bé,No sé com em sento,No sé com em sento,Em sento bé,No sé com em sento,Em sento malament,Em sento bé,No sé com em sento,No sé com em sento,No sé com em sento,No sé com em sento,No sé com em sento,SI ALGUNA ,,PREGUNTANDOME ,,KRUNKER ,
